id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_sekolah,npsn,kategori_siswa,jumlah_siswa,satuan,tahun
1068,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,SDN 064 PADASUKA KOTA BANDUNG,20245247,SK SISWA,231,ORANG,2019
1069,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,SDN 065 CIHAMPELAS KOTA BANDUNG,20245514,SK SISWA,145,ORANG,2019
1070,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,SDN 066 HALIMUN KOTA BANDUNG,20245031,SK SISWA,443,ORANG,2019
1071,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,SDN 067 NILEM KOTA BANDUNG,20245050,SK SISWA,169,ORANG,2019
1072,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,SDN 068 SINDANGLAYA KOTA BANDUNG,20245769,SK SISWA,213,ORANG,2019
1073,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SDN 069 CIPAMOKOLAN DERWATI KOTA BANDUNG,20245502,SK SISWA,481,ORANG,2019
1074,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,SDN 070 PASIRLUYU KOTA BANDUNG,20246459,SK SISWA,167,ORANG,2019
1075,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SDN 071 SUKAGALIH KOTA BANDUNG,20245267,SK SISWA,306,ORANG,2019
1076,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SDN 072 SUKASARI KOTA BANDUNG,20245276,SK SISWA,22,ORANG,2019
1077,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,SDN 073 PAJAGALAN KOTA BANDUNG,20247280,SK SISWA,137,ORANG,2019
1078,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,SDN 074 AYUDIA KOTA BANDUNG,20245449,SK SISWA,142,ORANG,2019
1079,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,SDN 075 JATAYU KOTA BANDUNG,20245591,SK SISWA,171,ORANG,2019
1080,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SDN 076 SUKAJADI KOTA BANDUNG,20244925,SK SISWA,80,ORANG,2019
1081,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SDN 077 SEJAHTERA KOTA BANDUNG,20245980,SK SISWA,130,ORANG,2019
1082,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,SDN 078 SINDANGSARI ANTAPANI KOTA BANDUNG,20245441,SK SISWA,341,ORANG,2019
1083,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,SDN 079 KOPO PAJAGALAN KOTA BANDUNG,20245039,SK SISWA,317,ORANG,2019
1084,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SDN 080 BOJONG INDAH CIBUNTU KOTA BANDUNG,20244740,SK SISWA,177,ORANG,2019
1085,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 081 KEBON GEDANG KRIDAWINAYA KOTA BANDUNG,20245956,SK SISWA,241,ORANG,2019
1086,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,SDN 082 MUARARAJEUN KOTA BANDUNG,20245242,SK SISWA,64,ORANG,2019
1087,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,SDN 083 BABAKAN SURABAYA KOTA BANDUNG,20245470,SK SISWA,104,ORANG,2019
1088,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,SDN 084 CIKADUT KOTA BANDUNG,20245521,SK SISWA,139,ORANG,2019
1089,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,SDN 085 CIUMBULEUIT KOTA BANDUNG,20245142,SK SISWA,139,ORANG,2019
1090,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,SDN 086 CIMINCRANG KOTA BANDUNG,20245497,SK SISWA,126,ORANG,2019
1091,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SDN 087 RANCABOLANG KOTA BANDUNG,20246414,SK SISWA,273,ORANG,2019
1092,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SDN 088 EMBONG KOTA BANDUNG,20245568,SK SISWA,127,ORANG,2019
1093,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,SDN 089 BABAKAN CIPARAY KOTA BANDUNG,20244998,SK SISWA,213,ORANG,2019
1094,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,SDN 090 CIBIRU KOTA BANDUNG,20245487,SK SISWA,156,ORANG,2019
1095,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,SDN 091 CIBEUREUM KOTA BANDUNG,20245129,SK SISWA,521,ORANG,2019
1096,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,SDN 092 CIBADAK ANDIR KOTA BANDUNG,20244961,SK SISWA,132,ORANG,2019
1097,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SDN 093 TUNAS HARAPAN CIJERAH KOTA BANDUNG,20244933,SK SISWA,72,ORANG,2019
1098,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,SDN 094 PARAKANWAAS KOTA BANDUNG,20245072,SK SISWA,58,ORANG,2019
1099,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 095 BABAKANJATI KOTA BANDUNG,20246455,SK SISWA,578,ORANG,2019
1100,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SDN 096 SARIJADI SELATAN KOTA BANDUNG,20245260,SK SISWA,59,ORANG,2019
1101,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SDN 097 CIRATEUN KULON KOTA BANDUNG,20244855,SK SISWA,62,ORANG,2019
1102,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,SDN 098 CIROYOM KOTA BANDUNG,20245141,SK SISWA,189,ORANG,2019
1103,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,SDN 099 BABAKAN TAROGONG KOTA BANDUNG,20244943,SK SISWA,358,ORANG,2019
1104,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SDN 100 CIPEDES KOTA BANDUNG,20245922,SK SISWA,53,ORANG,2019
1105,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,SDN 101 SUKAKARYA KOTA BANDUNG,20245795,SK SISWA,84,ORANG,2019
1106,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,SDN 102 CIKUDAYASA KOTA BANDUNG,20245492,SK SISWA,127,ORANG,2019
1107,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,SDN 103 COBLONG KOTA BANDUNG,20245549,SK SISWA,98,ORANG,2019
1108,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,SDN 104 LANGENSARI SENANGGALIH KOTA BANDUNG,20245710,SK SISWA,154,ORANG,2019
1109,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,SDN 105 SUKARELA KOTA BANDUNG,20245790,SK SISWA,250,ORANG,2019
1110,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 106 AJITUNGGAL CIJAMBE KOTA BANDUNG,20246393,SK SISWA,314,ORANG,2019
1111,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SDN 107 PALEDANG KOTA BANDUNG,20245729,SK SISWA,624,ORANG,2019
1112,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,SDN 108 CIUMBULEUIT KOTA BANDUNG,20245144,SK SISWA,58,ORANG,2019
1113,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 109 CENTEH KOTA BANDUNG,20244829,SK SISWA,591,ORANG,2019
1114,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,SDN 110 PASIRKALIKI KOMARABUDI KOTA BANDUNG,20245736,SK SISWA,73,ORANG,2019
1115,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,SDN 111 PINDAD KOTA BANDUNG,20245751,SK SISWA,236,ORANG,2019
1116,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,SDN 112 PAMOYANAN KOTA BANDUNG,20245254,SK SISWA,155,ORANG,2019
1117,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SDN 113 BANJARSARI KOTA BANDUNG,20245475,SK SISWA,15,ORANG,2019
1118,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,SDN 114 BOJONGKONENG CIBEUNYING KOTA BANDUNG,20245119,SK SISWA,156,ORANG,2019
1119,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,SDN 115 TURANGGA KOTA BANDUNG,20245097,SK SISWA,32,ORANG,2019
1120,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,SDN 116 CICAHEUM KOTA BANDUNG,20245512,SK SISWA,178,ORANG,2019
1121,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,SDN 117 BATUNUNGGAL KOTA BANDUNG,20245021,SK SISWA,358,ORANG,2019
1122,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,SDN 118 TANJUNG KOTA BANDUNG,20244990,SK SISWA,332,ORANG,2019
1123,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,SDN 119 CIJAGRA KOTA BANDUNG,20245023,SK SISWA,79,ORANG,2019
1124,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,SDN 120 KOTABARU KOTA BANDUNG,20245218,SK SISWA,50,ORANG,2019
1125,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SDN 121 CARINGIN HOLIS KOTA BANDUNG,20244742,SK SISWA,190,ORANG,2019
1126,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SDN 122 CIJAWURA KOTA BANDUNG,20245169,SK SISWA,205,ORANG,2019
1127,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,SDN 123 BABAKAN PRIANGAN KOTA BANDUNG,20245108,SK SISWA,181,ORANG,2019
1128,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,SDN 124 HANURA KOTA BANDUNG,20245586,SK SISWA,365,ORANG,2019
1129,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,SDN 125 TARUNA KARYA KOTA BANDUNG,20245811,SK SISWA,241,ORANG,2019
1130,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,SDN 126 BABAKAN KOTA BANDUNG,20244995,SK SISWA,215,ORANG,2019
1131,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,SDN 127 SEKELOA KOTA BANDUNG,20245765,SK SISWA,183,ORANG,2019
1132,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,SDN 128 HAURPANCUH KOTA BANDUNG,20245587,SK SISWA,170,ORANG,2019
1133,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 129 RANCASAWO MARGASARI KOTA BANDUNG,20246417,SK SISWA,353,ORANG,2019
1134,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,SDN 130 SEKELIMUS BATUNUNGGAL KOTA BANDUNG,20245084,SK SISWA,318,ORANG,2019
1135,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 131 CIJAWURA KOTA BANDUNG,20245171,SK SISWA,528,ORANG,2019
1136,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,SDN 132 CIHAURGEULIS KOTA BANDUNG,20245165,SK SISWA,147,ORANG,2019
1137,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,SDN 133 JALAN ANYAR KOTA BANDUNG,20245211,SK SISWA,95,ORANG,2019
1138,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,SDN 134 PANORAMA KOTA BANDUNG,20245244,SK SISWA,42,ORANG,2019
1139,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,SDN 135 TURANGGA KOTA BANDUNG,20245098,SK SISWA,55,ORANG,2019
1140,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SDN 136 SUKAWARNA KOTA BANDUNG,20245278,SK SISWA,207,ORANG,2019
1141,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SDN 137 CIJEROKASO KOTA BANDUNG,20244848,SK SISWA,57,ORANG,2019
1142,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SDN 138 GEGERKALONG GIRANG KOTA BANDUNG,20247203,SK SISWA,156,ORANG,2019
1143,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SDN 139 SUKARASA KOTA BANDUNG,20244928,SK SISWA,50,ORANG,2019
1144,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,SDN 140 ARCAMANIK KOTA BANDUNG,20245447,SK SISWA,110,ORANG,2019
1145,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,SDN 141 LOKAJAYA KOTA BANDUNG,20245712,SK SISWA,243,ORANG,2019
1146,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,SDN 142 DWIKORA KOTA BANDUNG,20245029,SK SISWA,213,ORANG,2019
1147,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,SDN 143 KOPO KOTA BANDUNG,20245043,SK SISWA,140,ORANG,2019
1148,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,SDN 144 SITUGUNTING KOTA BANDUNG,20245089,SK SISWA,178,ORANG,2019
1149,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 145 BINONG JATI KOTA BANDUNG,20244825,SK SISWA,203,ORANG,2019
1150,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SDN 146 GUMURUH KOTA BANDUNG,20244870,SK SISWA,199,ORANG,2019
1151,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,SDN 147 CITARIP BARAT KOTA BANDUNG,20244969,SK SISWA,351,ORANG,2019
1152,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,SDN 148 CIBADUYUT KOTA BANDUNG,20244963,SK SISWA,282,ORANG,2019
1153,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,SDN 149 CIGADUNG KOTA BANDUNG,20245162,SK SISWA,126,ORANG,2019
1154,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,SDN 150 GATOT SUBROTO KOTA BANDUNG,20245206,SK SISWA,94,ORANG,2019
1155,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,SDN 151 SUKASENANG KOTA BANDUNG,20245284,SK SISWA,60,ORANG,2019
1156,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,SDN 152 CIGAGAK KOTA BANDUNG,20245838,SK SISWA,124,ORANG,2019
1157,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,SDN 153 TARUNA KARYA KOTA BANDUNG,20245812,SK SISWA,209,ORANG,2019
1158,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,SDN 154 CITEPUS KOTA BANDUNG,20245541,SK SISWA,304,ORANG,2019
1159,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,SDN 155 GUNUNG RAHAYU KOTA BANDUNG,20245570,SK SISWA,139,ORANG,2019
1160,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,SDN 156 PASIRKALIKI KOTA BANDUNG,20245737,SK SISWA,101,ORANG,2019
1161,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,SDN 157 SUKARAJA KOTA BANDUNG,20245810,SK SISWA,29,ORANG,2019
1162,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,SDN 158 BABAKAN SARI BABAKAN SURABAYA KOTA BANDUNG,20245452,SK SISWA,237,ORANG,2019
1163,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,SDN 159 SEKEJATI KOTA BANDUNG,20245762,SK SISWA,245,ORANG,2019
1164,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,SDN 160 SUKALAKSANA KOTA BANDUNG,20245797,SK SISWA,302,ORANG,2019
1165,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,SDN 161 SUKAPURA KOTA BANDUNG,20245805,SK SISWA,274,ORANG,2019
1166,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,SDN 162 WARUNGJAMBU KIARACONDONG KOTA BANDUNG,20245836,SK SISWA,228,ORANG,2019
1167,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,SDN 163 BUAHBATU BARU KOTA BANDUNG,20245022,SK SISWA,177,ORANG,2019
1168,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,SDN 164 KARANGPAWULANG KOTA BANDUNG,20245036,SK SISWA,60,ORANG,2019
1169,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,SDN 165 JATIHANDAP KOTA BANDUNG,20245596,SK SISWA,66,ORANG,2019
1170,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,SDN 166 CIATEUL KOTA BANDUNG,20245146,SK SISWA,78,ORANG,2019
1171,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,SDN 167 MENGGER GIRANG KOTA BANDUNG,20245229,SK SISWA,310,ORANG,2019
1172,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,SDN 168 CIPADUNG KOTA BANDUNG,20245500,SK SISWA,273,ORANG,2019
1173,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,SDN 169 PELITA KOTA BANDUNG,20245747,SK SISWA,138,ORANG,2019
1174,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,SDN 170 DIAN KOTA BANDUNG,20245564,SK SISWA,63,ORANG,2019
1175,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,SDN 171 LANUMA HUSEIN KOTA BANDUNG,20245709,SK SISWA,41,ORANG,2019
1176,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,SDN 172 ANDIR KIDUL KOTA BANDUNG,20245439,SK SISWA,54,ORANG,2019
1177,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,SDN 173 NEGLASARI KOTA BANDUNG,20245717,SK SISWA,124,ORANG,2019
1178,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,SDN 174 PASIR IMPUN KOTA BANDUNG,20245733,SK SISWA,203,ORANG,2019
1179,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,SDN 175 TANJAKAN KOTA BANDUNG,20245816,SK SISWA,133,ORANG,2019
1180,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SDN 176 CILANDAK KOTA BANDUNG,20245918,SK SISWA,68,ORANG,2019
1181,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SDN 177 CIPEDES KOTA BANDUNG,20245919,SK SISWA,82,ORANG,2019
1182,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SDN 178 GEGERKALONG KPAD KOTA BANDUNG,20244861,SK SISWA,45,ORANG,2019
1183,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SDN 179 SARIJADI KOTA BANDUNG,20244903,SK SISWA,48,ORANG,2019
1184,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,SDN 180 PRAKARSA NUGRAHA KOTA BANDUNG,20245754,SK SISWA,236,ORANG,2019
1185,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,SDN 181 SUKAMISKIN KOTA BANDUNG,20245804,SK SISWA,183,ORANG,2019
1186,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SDN 182 PERUMNAS CIJERAH KOTA BANDUNG,20244899,SK SISWA,134,ORANG,2019
1187,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SDN 183 SAYURAN KOTA BANDUNG,20244910,SK SISWA,116,ORANG,2019
1188,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SDN 184 BUAHBATU KOTA BANDUNG,20246396,SK SISWA,290,ORANG,2019
1189,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,SDN 185 CIHAURGEULIS KOTA BANDUNG,20245166,SK SISWA,51,ORANG,2019
1190,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,SDN 186 CIPADUNG KOTA BANDUNG,20245498,SK SISWA,125,ORANG,2019
1191,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,SDN 187 LANUMA HUSEIN KOTA BANDUNG,20245707,SK SISWA,106,ORANG,2019
1192,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,SDN 188 BANDUNG BARU KOTA BANDUNG,20245106,SK SISWA,148,ORANG,2019
1193,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,SDN 189 NEGLASARI KOTA BANDUNG,20245718,SK SISWA,105,ORANG,2019
1194,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,SDN 190 CISARANTEN KIDUL KOTA BANDUNG,20245505,SK SISWA,243,ORANG,2019
1195,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,SDN 191 BABAKAN SURABAYA KOTA BANDUNG,20245464,SK SISWA,332,ORANG,2019
1196,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,SDN 192 CIBURUY KOTA BANDUNG,20245148,SK SISWA,212,ORANG,2019
1197,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SDN 193 CARINGIN KOTA BANDUNG,20245126,SK SISWA,201,ORANG,2019
1198,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SDN 194 SUKAJADI KOTA BANDUNG,20244926,SK SISWA,98,ORANG,2019
1199,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SDN 195 ISOLA KOTA BANDUNG,20244878,SK SISWA,102,ORANG,2019
1200,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SDN 196 SUKARASA KOTA BANDUNG,20244929,SK SISWA,47,ORANG,2019
1201,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,SDN 197 KARANG TARUNA KARANGSARI KOTA BANDUNG,20245215,SK SISWA,164,ORANG,2019
1202,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,SDN 198 MEKARJAYA KOTA BANDUNG,20245715,SK SISWA,196,ORANG,2019
1203,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SDN 199 SAYURAN KOTA BANDUNG,20244909,SK SISWA,166,ORANG,2019
